bt_p100_t99_25,0.0,0.98,0.0332692405609,0.329140241837,0.00479222942572,0.26590427442,1737.37651899,52395.6739796,0.0324567035851,0.327990978943,0.00558900056773,0.231647137639,2914.25756137,92191.6047
bt_p100_t99_5,0.0,0.99,0.0312031007455,0.327987000614,0.00598024847947,0.278359105426,1607.30314312,49237.0869697,0.0285825980278,0.325911522683,0.00754014691109,0.223039391162,2757.12326574,89784.3444
bt_p100_t99_5_25,0.0,0.98,0.0309658987182,0.329098335218,0.00436820233535,0.356183158565,1246.27678709,38069.955,0.0289690544266,0.328406662721,0.00597086433065,0.287054412626,2844.92638139,92742.1623
bt_p100_t99_5_25_100,0.0,0.99,0.0310271527242,0.32950225419,0.00469893058956,0.381318306286,1291.37337093,37645.8077778,0.0291778431142,0.328608059823,0.00541346178625,0.328281829012,2811.40871039,89141.2604
bt_p50_t99_10,0.0,1.0,0.032368219826,0.324889493241,0.00821907577315,0.206475018215,11381.0596794,38610.4301,0.0292077890551,0.321001274665,0.00928573742878,0.160592220331,22893.9468475,84236.5524
bt_p50_t99_10_25,0.0,0.99,0.0343371363174,0.329241196393,0.00504568005167,0.291743977587,10054.7792804,34587.5833333,0.0331778031516,0.327860051614,0.00634496542106,0.198520437288,24408.7494192,91529.8598
bt_p50_t99_10_25_100,0.0,0.99,0.0333978267858,0.330099574842,0.00430053764701,0.307013420662,10145.3052935,33561.5535354,0.0330989958901,0.329863311234,0.00645023442978,0.231909478719,24880.8174256,93280.2104
bt_p50_t99_25,0.0,1.0,0.0329198325752,0.326355344426,0.00715725267481,0.212676179919,13955.0666061,49327.4987,0.0297561282363,0.325638485556,0.00808819178327,0.165416195542,23287.304628,87958.9735
bt_p50_t99_5,0.16,0.83,0.0353652960994,0.323941050774,0.00650187275104,0.235365102671,9150.44230214,31801.2598795,0.0285879576106,0.310081356232,0.013783368655,0.155397867875,21216.5834212,79026.8378
bt_p50_t99_5_10,0.0,0.99,0.0323642440497,0.32734956031,0.0049327777678,0.244963251255,13450.15381,44632.5953535,0.0296015081884,0.324657266226,0.00604809496999,0.179585836023,23925.9201125,87317.0944
bt_p50_t99_5_25,0.0,0.98,0.0343701737478,0.329870479152,0.00747929048324,0.305624388533,9174.78247375,31507.8140816,0.0325853777023,0.326541044544,0.00693798850794,0.197075325755,24183.571415,90156.06
bt_p50_t99_5_25_100,0.0,1.0,0.0347180580948,0.329669200534,0.00468610451597,0.314627271434,9881.43574883,33804.6392,0.0329251763808,0.329374558703,0.00576516918245,0.231802364442,24541.0703325,92732.2923
bt_p75_t99_25,0.0,0.99,0.0347013457221,0.3280290959,0.00893578979146,0.261316831998,1394.71151857,43043.1955556,0.0331165206728,0.327509422454,0.0056227587776,0.194358109783,2810.81527224,91658.9449
bt_p75_t99_5,0.0,0.97,0.0317539233019,0.325098397958,0.00567230832525,0.240789724576,1215.27164308,37763.9704124,0.028837981977,0.321540634498,0.00869548038014,0.173100722686,2476.05016738,84736.5664
bt_p75_t99_5_25,0.0,0.97,0.0321630633417,0.329960869381,0.00490232196742,0.325810317754,1063.40244725,32221.4783505,0.0320894045729,0.328353711402,0.0055858711744,0.235216246122,2838.12370071,92155.905
bt_p75_t99_5_25_100,0.0,0.99,0.0329412832318,0.329566039565,0.00449918163293,0.347353310613,1203.67382121,36273.5129293,0.0306341663228,0.3292165915,0.00555300479392,0.28036270194,2796.89716864,91332.6878
